Student_ID,Age,Gender,Vocational_Program,Academic_Performance,Certifications_Count,Internship_Experience,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Job_ID,Job_Title,Required_Skill_1,Required_Skill_2,Required_Skill_3,Required_Skill_4,Required_Skill_5,Min_Experience_Months,Location,Job_Match
S2146,27,Female,IT Technician,67.71,2,1,6,8,7,5,1,J046,Electrical Technician,6,3,0,10,8,7,Bangalore,0
S2147,21,Male,Electrician,87.96,4,3,7,3,7,6,3,J023,Automobile Mechanic,1,4,3,7,5,5,Mumbai,0
S2148,22,Male,Plumber,59.84,3,11,7,10,10,10,1,J131,IT Support Technician,6,1,3,3,1,7,Mumbai,1
S2149,19,Male,Electrician,71.28,1,12,8,5,6,9,0,J127,IT Support Technician,9,3,8,7,10,3,Bangalore,0
S2150,25,Female,Electrician,69.29,3,4,2,9,4,6,0,J265,Plumbing Assistant,0,7,10,8,7,10,Bangalore,0
S2151,28,Female,Electrician,78.11,1,0,8,4,2,6,9,J196,IT Support Technician,9,0,7,4,8,2,Bangalore,0
S2152,28,Female,Mechanic,52.72,4,5,7,9,9,2,6,J048,IT Support Technician,8,5,2,6,2,6,Chennai,0
S2153,19,Male,Mechanic,57.75,1,1,6,3,9,8,0,J082,Plumbing Assistant,6,7,4,4,3,6,Bangalore,0
S2154,26,Male,Carpenter,58.58,3,4,0,4,2,9,8,J109,IT Support Technician,2,7,10,5,5,1,Chennai,0
S2155,19,Female,Plumber,79.53,2,5,4,6,0,1,10,J263,IT Support Technician,1,3,4,10,9,0,Chennai,1
S2156,26,Female,Welder,57.57,0,10,3,8,4,4,8,J031,Plumbing Assistant,4,2,9,4,4,10,Chennai,1
S2157,24,Female,Welder,72.94,0,7,7,1,6,0,9,J056,Welding Operator,1,4,2,2,4,7,Bangalore,1
S2158,25,Male,Welder,58.61,2,8,10,10,8,2,1,J189,Plumbing Assistant,8,1,8,2,6,2,Mumbai,1
S2159,28,Male,Electrician,84.46,5,12,3,3,2,1,4,J005,Plumbing Assistant,0,0,7,8,2,5,Pune,1
S2160,19,Male,Mechanic,87.69,0,11,3,4,7,10,1,J286,IT Support Technician,5,2,5,6,4,6,Pune,1
S2161,24,Male,Plumber,70.74,4,5,8,9,0,7,4,J278,Woodwork Assistant,2,7,4,0,8,7,Mumbai,0
S2162,29,Male,Electrician,64.09,5,4,1,7,4,9,9,J145,IT Support Technician,2,1,2,6,10,5,Bangalore,0
S2163,23,Female,Mechanic,59.36,4,11,2,6,3,10,10,J196,Welding Operator,9,7,1,6,10,6,Mumbai,1
S2164,21,Male,Mechanic,51.99,3,3,9,5,9,7,0,J027,Plumbing Assistant,4,8,6,0,0,4,Bangalore,0
S2165,24,Male,IT Technician,60.74,3,1,1,7,6,9,8,J127,Electrical Technician,5,8,0,2,4,2,Chennai,0
S2166,21,Male,IT Technician,76.17,5,1,1,7,5,0,3,J135,Plumbing Assistant,3,0,9,3,3,1,Kolkata,0
S2167,19,Male,Plumber,71.34,5,6,1,6,8,5,3,J023,Welding Operator,10,9,3,2,6,6,Delhi,0
S2168,27,Male,Plumber,87.76,5,4,4,10,0,3,9,J117,Automobile Mechanic,0,1,0,3,4,7,Pune,0
S2169,29,Female,Plumber,65.85,5,6,2,8,5,3,2,J008,IT Support Technician,10,9,4,1,10,7,Bangalore,0
S2170,24,Male,Electrician,77.75,1,12,3,7,4,10,0,J101,Woodwork Assistant,2,3,9,5,5,12,Chennai,1
S2171,25,Male,Carpenter,69.57,5,10,4,7,10,3,1,J261,Woodwork Assistant,1,1,8,1,1,2,Kolkata,1
S2172,19,Male,Plumber,70.5,5,0,2,10,8,6,2,J199,IT Support Technician,2,8,5,10,5,1,Chennai,0
S2173,22,Female,IT Technician,60.71,3,0,4,2,9,3,7,J086,IT Support Technician,9,4,6,10,3,12,Delhi,0
S2174,18,Female,Carpenter,68.2,4,4,2,2,10,10,7,J228,Welding Operator,9,9,2,6,9,8,Pune,0
S2175,24,Female,Electrician,68.83,3,1,9,9,6,6,9,J179,Plumbing Assistant,0,5,10,10,10,5,Mumbai,0
S2176,25,Male,Carpenter,78.27,0,7,1,6,9,10,9,J240,Electrical Technician,1,1,10,7,2,9,Mumbai,0
S2177,23,Female,Welder,87.63,1,2,2,6,3,7,7,J012,Plumbing Assistant,8,3,5,0,10,2,Chennai,0
S2178,22,Male,Carpenter,63.17,1,0,5,2,5,5,2,J234,Plumbing Assistant,9,9,2,3,4,4,Delhi,0
S2179,23,Male,Plumber,51.69,4,12,10,3,1,0,1,J183,Electrical Technician,0,3,4,3,9,0,Chennai,0
S2180,19,Female,Electrician,69.85,5,1,6,9,4,8,2,J282,Woodwork Assistant,9,6,7,7,2,1,Mumbai,1
S2181,18,Male,Plumber,71.78,3,9,1,3,1,10,6,J190,Plumbing Assistant,4,9,7,6,8,8,Chennai,0
S2182,24,Male,IT Technician,56.74,0,9,9,5,7,4,1,J215,Automobile Mechanic,9,6,1,3,7,9,Kolkata,1
S2183,24,Male,Welder,80.42,3,6,3,0,1,3,5,J258,Automobile Mechanic,8,6,4,0,8,10,Delhi,0
S2184,27,Female,IT Technician,89.4,5,5,3,3,10,9,9,J026,Welding Operator,5,1,10,9,9,9,Mumbai,0
S2185,28,Male,Plumber,87.83,5,11,1,8,9,7,7,J270,Welding Operator,1,9,0,3,9,2,Pune,1
S2186,27,Male,Plumber,57.88,2,7,4,2,5,8,7,J082,Electrical Technician,10,1,9,10,8,7,Pune,0
S2187,19,Female,Plumber,85.01,3,6,6,10,7,3,5,J185,Electrical Technician,1,10,8,0,6,9,Chennai,0
S2188,19,Male,Mechanic,78.18,4,9,4,1,7,2,4,J288,Welding Operator,5,5,1,0,9,7,Delhi,0
S2189,18,Male,Welder,68.15,3,12,7,10,8,8,4,J062,IT Support Technician,7,7,1,3,3,4,Chennai,1
S2190,27,Female,Plumber,71.62,1,7,1,6,10,10,6,J030,Plumbing Assistant,1,10,8,3,3,7,Mumbai,1
S2191,25,Male,Plumber,83.98,0,2,7,7,4,0,10,J031,IT Support Technician,3,4,9,7,3,1,Delhi,1
S2192,25,Male,IT Technician,69.21,4,5,3,3,10,2,7,J293,Woodwork Assistant,2,10,0,1,3,1,Mumbai,1
S2193,18,Male,IT Technician,64.93,2,12,2,4,1,5,5,J173,Automobile Mechanic,8,0,5,5,9,11,Kolkata,0
S2194,29,Male,Plumber,69.73,0,6,7,7,0,4,1,J102,Electrical Technician,2,9,8,9,2,3,Kolkata,0
S2195,28,Male,Electrician,73.17,0,9,9,4,9,8,3,J128,Welding Operator,0,1,3,3,1,7,Pune,1
S2196,25,Female,Mechanic,57.56,1,10,7,0,7,5,7,J086,Automobile Mechanic,9,5,5,2,0,1,Bangalore,1
S2197,26,Female,IT Technician,86.04,1,0,5,10,2,10,7,J028,IT Support Technician,9,8,3,8,4,3,Delhi,0
S2198,21,Female,Electrician,76.97,1,0,4,9,4,6,5,J122,Electrical Technician,6,2,2,7,0,7,Kolkata,0
S2199,18,Female,Mechanic,75.33,4,6,8,6,2,10,10,J251,Electrical Technician,7,7,2,0,8,2,Bangalore,1
S2200,18,Male,Plumber,53.98,3,12,4,8,10,9,1,J061,Plumbing Assistant,3,6,8,2,4,7,Pune,1
S2201,20,Male,Welder,74.17,0,10,0,10,7,7,1,J171,Electrical Technician,9,10,2,4,10,11,Delhi,0
S2202,22,Male,Carpenter,54.84,3,12,7,4,1,6,6,J272,Woodwork Assistant,1,3,1,2,4,1,Mumbai,1
S2203,22,Male,Carpenter,53.15,3,2,2,0,10,3,1,J300,Electrical Technician,8,2,9,5,3,0,Chennai,0
S2204,26,Male,Plumber,71.09,1,2,3,7,1,0,10,J113,Woodwork Assistant,3,10,9,9,4,5,Chennai,0
S2205,27,Female,IT Technician,66.11,3,4,2,9,6,5,5,J194,IT Support Technician,10,6,10,3,7,7,Mumbai,0
S2206,29,Female,Electrician,73.55,0,10,6,7,2,2,9,J019,Plumbing Assistant,8,8,8,1,2,8,Kolkata,0
S2207,19,Male,Welder,53.57,0,5,7,6,9,4,3,J093,Woodwork Assistant,4,0,3,10,4,9,Chennai,0
S2208,19,Male,Mechanic,67.24,5,1,5,8,5,7,0,J217,IT Support Technician,8,7,0,2,2,7,Mumbai,0
S2209,23,Male,Plumber,56.99,2,2,5,1,2,5,1,J179,Automobile Mechanic,10,5,3,3,0,1,Bangalore,0
S2210,26,Female,Welder,89.48,4,5,3,5,4,5,5,J191,Electrical Technician,9,10,3,0,4,0,Bangalore,1
S2211,18,Male,Welder,72.45,3,2,7,8,4,5,5,J163,Welding Operator,2,9,4,2,4,6,Mumbai,0
S2212,26,Male,IT Technician,77.5,4,4,5,1,3,0,0,J100,Welding Operator,3,8,5,9,1,6,Delhi,0
S2213,26,Male,Mechanic,63.02,4,8,0,6,0,5,1,J187,Woodwork Assistant,0,0,0,8,4,12,Kolkata,0
S2214,26,Female,Welder,53.79,4,11,5,5,10,2,7,J295,Plumbing Assistant,3,9,4,8,2,11,Kolkata,1
S2215,22,Male,IT Technician,89.03,5,2,10,3,6,3,0,J067,Woodwork Assistant,2,1,7,6,1,12,Mumbai,0
S2216,26,Female,Electrician,61.45,4,11,5,4,8,8,10,J073,IT Support Technician,3,6,0,0,7,2,Chennai,1
S2217,28,Female,IT Technician,66.95,5,10,7,6,1,7,2,J232,IT Support Technician,5,1,9,9,0,5,Pune,1
S2218,21,Female,Electrician,75.99,0,12,5,9,6,5,4,J189,Woodwork Assistant,2,3,4,10,9,6,Kolkata,1
S2219,19,Female,Electrician,50.99,3,12,3,1,8,6,6,J050,Woodwork Assistant,2,4,6,10,8,8,Kolkata,0
S2220,23,Female,Welder,82.41,5,5,3,4,5,10,1,J124,Automobile Mechanic,4,3,9,10,8,0,Bangalore,0
S2221,21,Female,IT Technician,71.46,2,10,3,3,3,6,6,J157,IT Support Technician,7,4,8,10,8,12,Bangalore,0
S2222,23,Male,Electrician,61.13,4,4,6,6,1,4,9,J261,Automobile Mechanic,0,5,10,4,5,2,Bangalore,1
S2223,20,Male,Mechanic,52.46,2,4,1,4,5,2,5,J195,Woodwork Assistant,9,2,2,9,4,4,Pune,1
S2224,23,Male,Welder,56.5,0,10,4,3,9,8,10,J256,Plumbing Assistant,6,3,5,4,1,2,Kolkata,1
S2225,19,Female,IT Technician,85.8,0,5,7,6,10,0,8,J200,Electrical Technician,10,0,5,4,8,7,Kolkata,0
S2226,19,Male,IT Technician,77.44,1,5,8,5,6,2,4,J068,IT Support Technician,6,0,9,5,10,9,Pune,0
S2227,26,Female,Carpenter,60.0,4,0,6,0,0,4,8,J080,Welding Operator,6,2,8,10,10,5,Kolkata,0
S2228,24,Female,IT Technician,52.62,1,10,6,0,4,7,7,J233,Automobile Mechanic,1,0,9,9,8,1,Chennai,0
S2229,20,Female,Welder,77.62,2,8,1,6,9,4,8,J186,IT Support Technician,6,9,10,0,3,0,Chennai,0
S2230,28,Male,Mechanic,72.9,3,4,2,0,3,6,0,J105,Electrical Technician,9,2,10,6,4,9,Chennai,0
S2231,18,Female,IT Technician,66.18,1,0,1,4,8,0,3,J142,Automobile Mechanic,8,10,2,10,5,4,Delhi,0
S2232,25,Female,Carpenter,64.54,0,7,2,4,4,9,1,J272,IT Support Technician,9,1,2,3,5,10,Kolkata,0
S2233,23,Male,Welder,58.67,4,6,4,8,4,10,9,J124,Automobile Mechanic,10,0,5,3,7,8,Pune,0
S2234,24,Male,Electrician,76.78,2,6,1,6,5,6,7,J223,Automobile Mechanic,8,7,7,1,9,9,Kolkata,0
S2235,26,Female,Plumber,88.83,5,4,9,4,1,6,6,J174,Woodwork Assistant,1,5,4,5,8,8,Pune,0
S2236,22,Female,Plumber,57.03,0,0,7,6,9,6,8,J191,Woodwork Assistant,9,6,4,9,6,0,Mumbai,1
S2237,18,Male,Electrician,73.88,5,8,7,1,1,6,9,J140,Automobile Mechanic,7,10,0,9,10,2,Mumbai,0
S2238,29,Male,IT Technician,66.97,3,10,10,9,2,0,8,J297,Automobile Mechanic,10,6,3,4,1,12,Delhi,0
S2239,27,Male,Plumber,67.87,4,8,2,0,5,3,0,J119,Welding Operator,9,4,8,0,2,5,Mumbai,0
S2240,24,Female,Plumber,60.17,3,7,3,7,10,6,0,J275,Electrical Technician,3,8,1,6,8,4,Chennai,1
S2241,22,Male,Electrician,83.01,3,4,9,8,5,1,2,J076,Electrical Technician,9,3,4,9,3,3,Delhi,1
S2242,20,Male,IT Technician,69.41,4,2,6,2,2,4,2,J109,Plumbing Assistant,6,7,7,2,1,12,Delhi,0
S2243,29,Male,IT Technician,71.74,4,7,2,10,4,4,8,J119,Plumbing Assistant,5,0,8,6,7,1,Delhi,0
S2244,26,Female,Electrician,62.19,5,0,0,0,10,8,4,J258,Plumbing Assistant,6,4,4,6,6,11,Bangalore,0
S2245,18,Male,IT Technician,57.27,3,2,3,1,8,5,8,J020,Woodwork Assistant,1,1,6,4,1,11,Mumbai,0
S2246,18,Male,IT Technician,53.44,2,11,4,3,6,4,7,J119,Woodwork Assistant,0,8,10,7,1,11,Kolkata,0
S2247,18,Male,Welder,78.56,5,10,7,1,4,9,7,J137,Welding Operator,1,2,3,8,5,3,Bangalore,1
S2248,20,Male,Welder,57.85,4,6,2,6,2,5,1,J277,Woodwork Assistant,2,7,5,7,9,4,Pune,0
S2249,29,Male,Electrician,77.6,0,3,5,5,7,4,0,J255,Plumbing Assistant,1,7,10,4,9,11,Chennai,0
S2250,23,Female,Mechanic,65.62,5,6,7,8,0,4,5,J264,IT Support Technician,3,2,8,9,6,1,Bangalore,0
S2251,27,Female,Plumber,66.63,1,11,3,10,1,4,3,J167,Automobile Mechanic,6,5,8,2,0,9,Chennai,1
S2252,28,Female,Welder,68.77,2,10,6,5,2,8,3,J165,Plumbing Assistant,6,8,5,9,1,0,Kolkata,0
S2253,20,Male,Plumber,64.71,5,12,10,4,2,7,10,J029,Welding Operator,7,8,9,7,8,6,Kolkata,1
S2254,25,Female,Carpenter,54.02,4,4,6,10,10,6,7,J035,Automobile Mechanic,0,2,2,8,2,6,Mumbai,0
S2255,27,Female,Electrician,62.39,4,5,6,2,2,1,0,J237,Woodwork Assistant,9,0,2,1,8,7,Pune,0
S2256,19,Female,Mechanic,76.55,2,6,4,3,10,1,0,J294,Automobile Mechanic,0,10,1,0,8,9,Bangalore,0
S2257,26,Male,Carpenter,76.63,1,12,2,5,1,9,6,J090,IT Support Technician,6,0,9,5,4,5,Kolkata,1
S2258,20,Male,Carpenter,61.45,5,9,10,6,10,2,0,J203,Welding Operator,9,10,4,3,2,0,Chennai,0
S2259,22,Female,IT Technician,68.4,5,11,8,10,4,1,7,J228,Woodwork Assistant,7,6,4,8,6,7,Kolkata,1
S2260,27,Female,Carpenter,57.74,3,6,9,9,3,10,9,J068,Electrical Technician,9,1,6,6,3,1,Mumbai,1
S2261,25,Male,Electrician,58.41,0,6,6,4,2,9,7,J131,Plumbing Assistant,7,3,6,3,7,11,Chennai,0
S2262,19,Male,Welder,50.92,4,6,1,0,4,10,3,J111,IT Support Technician,2,1,9,5,6,2,Delhi,0
S2263,23,Female,Electrician,85.87,5,10,10,9,6,8,5,J012,IT Support Technician,6,5,10,7,5,7,Pune,1
S2264,29,Male,Welder,58.43,5,12,10,0,7,1,3,J288,Plumbing Assistant,5,2,1,6,5,3,Mumbai,0
S2265,22,Female,Carpenter,59.1,5,12,2,5,1,4,10,J175,Welding Operator,0,1,1,0,2,4,Mumbai,1
S2266,27,Male,Carpenter,61.18,1,6,8,2,1,1,8,J154,Welding Operator,4,3,1,7,8,8,Delhi,0
S2267,26,Female,Mechanic,55.1,0,2,5,1,2,0,1,J043,IT Support Technician,7,6,9,1,5,10,Pune,0
S2268,29,Female,Welder,75.57,5,11,1,10,1,6,2,J205,Plumbing Assistant,10,3,4,8,8,6,Kolkata,0
S2269,22,Male,Carpenter,53.01,2,2,10,3,1,4,8,J172,Automobile Mechanic,3,7,10,4,8,9,Mumbai,0
S2270,19,Female,IT Technician,55.37,4,6,8,6,7,4,4,J294,Electrical Technician,1,3,2,6,1,11,Delhi,0
S2271,22,Female,Plumber,75.79,3,1,2,5,0,2,10,J285,Electrical Technician,2,8,7,1,5,6,Pune,0
S2272,29,Female,Mechanic,63.59,2,1,1,6,8,3,6,J052,Welding Operator,2,5,4,9,3,0,Delhi,1
S2273,21,Male,Electrician,78.32,4,2,7,9,1,6,2,J115,Welding Operator,6,10,9,6,3,0,Pune,0
S2274,28,Male,Mechanic,72.3,1,3,7,5,2,7,10,J019,Automobile Mechanic,2,3,1,3,3,7,Mumbai,0
S2275,24,Male,Plumber,60.24,0,5,2,8,10,2,0,J035,Welding Operator,4,0,1,7,7,9,Bangalore,0
S2276,23,Female,Welder,76.03,0,12,1,3,10,1,3,J048,Electrical Technician,7,4,7,8,3,0,Mumbai,0
S2277,19,Male,Electrician,54.65,4,7,3,3,0,8,9,J233,Plumbing Assistant,3,6,4,10,9,9,Pune,0
S2278,29,Female,Electrician,71.46,2,9,10,6,1,2,7,J219,IT Support Technician,0,7,3,7,1,1,Bangalore,0
S2279,28,Female,Welder,67.49,3,9,6,3,3,8,4,J110,Electrical Technician,3,1,4,9,9,3,Kolkata,0
S2280,28,Male,Mechanic,60.71,1,6,10,4,6,0,2,J254,Automobile Mechanic,7,10,6,10,4,8,Delhi,0
S2281,22,Male,Carpenter,74.16,4,3,1,10,9,5,10,J188,Plumbing Assistant,10,6,4,6,3,6,Chennai,0
S2282,24,Female,Mechanic,84.85,1,1,5,9,0,5,9,J031,Plumbing Assistant,3,9,3,10,7,12,Mumbai,0
S2283,28,Female,Plumber,89.96,0,1,1,10,3,5,2,J259,IT Support Technician,0,9,4,9,1,12,Chennai,0
S2284,24,Male,IT Technician,74.31,5,3,2,2,3,8,3,J163,Electrical Technician,9,3,4,7,1,11,Kolkata,0
S2285,22,Male,Carpenter,66.19,5,5,3,3,6,4,1,J071,Plumbing Assistant,1,1,7,2,4,6,Mumbai,0
S2286,29,Male,Mechanic,59.01,3,2,6,2,10,0,8,J056,Plumbing Assistant,1,5,9,5,1,11,Chennai,0
S2287,26,Female,IT Technician,60.28,1,5,4,9,0,10,0,J099,Welding Operator,3,10,1,9,3,9,Kolkata,0
S2288,21,Female,IT Technician,69.18,4,4,0,8,7,10,5,J021,Plumbing Assistant,10,6,4,9,3,6,Bangalore,0
S2289,28,Female,Welder,64.69,3,4,9,5,5,3,4,J108,Automobile Mechanic,9,9,2,5,1,4,Kolkata,1
S2290,20,Female,Plumber,86.55,2,1,9,2,2,9,6,J053,Plumbing Assistant,3,7,1,8,1,0,Mumbai,1
S2291,21,Female,Plumber,64.73,5,7,4,7,4,3,2,J006,Welding Operator,7,7,6,9,5,4,Pune,0
S2292,22,Male,Plumber,64.94,4,4,1,2,6,7,4,J231,Woodwork Assistant,0,1,6,10,3,7,Pune,0
S2293,23,Male,Carpenter,65.34,1,10,10,0,2,3,9,J082,Woodwork Assistant,8,2,3,2,6,11,Pune,0
S2294,20,Female,Electrician,83.46,3,1,3,0,9,8,9,J217,Automobile Mechanic,1,9,1,1,3,11,Mumbai,0
S2295,19,Female,Carpenter,76.03,4,6,3,1,8,3,3,J047,IT Support Technician,7,7,7,7,6,6,Mumbai,0
S2296,21,Male,Mechanic,74.57,3,12,10,5,7,4,7,J241,IT Support Technician,5,6,4,7,1,6,Kolkata,1
S2297,22,Male,IT Technician,63.37,3,8,0,3,0,2,10,J178,Automobile Mechanic,4,6,8,9,0,1,Mumbai,0
S2298,21,Male,IT Technician,82.72,3,8,6,0,4,0,5,J082,Plumbing Assistant,10,8,2,0,6,0,Kolkata,0
S2299,28,Male,Electrician,51.53,1,0,8,2,10,10,5,J287,Plumbing Assistant,2,7,10,1,3,3,Pune,0
S2300,29,Female,Mechanic,84.83,4,6,3,5,1,3,6,J192,Woodwork Assistant,1,10,3,0,9,7,Delhi,0
S2301,20,Male,Electrician,70.51,0,8,10,5,8,10,6,J143,Woodwork Assistant,4,2,8,3,5,0,Delhi,1
S2302,25,Female,IT Technician,65.93,0,5,0,5,10,2,7,J279,Electrical Technician,8,1,6,2,0,12,Delhi,0
S2303,27,Male,Carpenter,69.89,1,0,0,9,1,2,2,J041,Woodwork Assistant,8,8,10,3,8,1,Chennai,0
S2304,21,Male,Plumber,76.7,1,1,6,7,8,6,7,J271,Woodwork Assistant,6,3,1,4,7,6,Delhi,0
S2305,19,Male,IT Technician,50.51,5,3,10,5,1,0,2,J087,Automobile Mechanic,9,9,5,10,4,4,Delhi,0
S2306,19,Female,Welder,84.86,3,3,8,6,1,0,1,J003,Electrical Technician,3,10,5,10,2,5,Kolkata,0
S2307,18,Female,Plumber,67.87,4,1,2,5,8,7,9,J211,IT Support Technician,1,0,8,0,10,11,Kolkata,0
S2308,21,Male,IT Technician,63.72,4,7,8,10,10,7,6,J001,Electrical Technician,3,5,8,3,6,7,Pune,1
S2309,27,Female,Carpenter,55.53,2,1,5,7,5,1,8,J075,Plumbing Assistant,6,5,8,10,9,11,Mumbai,0
S2310,26,Female,Electrician,67.58,2,2,8,2,8,1,2,J231,Plumbing Assistant,6,2,5,6,6,8,Mumbai,0
S2311,28,Male,Plumber,69.85,0,3,5,3,7,0,5,J076,Electrical Technician,5,2,5,1,9,7,Mumbai,0
S2312,24,Male,Carpenter,66.15,2,8,1,5,0,1,8,J260,Electrical Technician,0,7,2,7,2,11,Pune,0
S2313,29,Female,Mechanic,77.15,2,9,5,7,6,8,8,J025,Plumbing Assistant,1,7,2,7,1,0,Kolkata,1
S2314,27,Female,Welder,66.84,0,0,10,3,6,4,6,J200,Automobile Mechanic,3,8,0,1,1,10,Kolkata,0
S2315,24,Female,Plumber,88.46,5,7,3,9,10,10,0,J094,Automobile Mechanic,8,9,4,10,3,3,Delhi,1
S2316,24,Male,Electrician,73.97,0,11,3,9,2,8,4,J108,Automobile Mechanic,9,9,3,6,2,4,Bangalore,1
S2317,25,Male,Mechanic,82.3,2,4,3,7,4,2,1,J095,Automobile Mechanic,8,4,10,8,0,12,Kolkata,0
S2318,18,Female,Carpenter,54.37,4,6,7,1,7,4,7,J091,Plumbing Assistant,9,7,1,7,3,8,Pune,0
S2319,27,Male,Welder,65.89,2,7,4,0,10,10,1,J044,Welding Operator,1,1,5,2,10,5,Bangalore,1
S2320,27,Male,Electrician,63.47,3,4,5,2,7,4,2,J023,Woodwork Assistant,9,2,8,4,6,5,Kolkata,0
S2321,25,Female,Carpenter,72.78,3,7,9,6,7,3,10,J190,Woodwork Assistant,4,1,10,10,7,2,Pune,1
S2322,21,Female,Carpenter,84.44,3,9,8,5,0,4,4,J023,Woodwork Assistant,8,10,1,1,3,11,Kolkata,0
S2323,21,Male,Plumber,53.13,5,10,6,6,5,7,1,J234,Woodwork Assistant,7,4,4,6,3,1,Chennai,1
S2324,21,Male,Plumber,52.9,1,7,6,9,6,3,9,J186,Plumbing Assistant,8,3,7,2,5,1,Bangalore,1
S2325,23,Female,Electrician,84.01,3,8,1,3,3,5,6,J063,Welding Operator,0,6,10,6,1,6,Chennai,0
S2326,24,Male,IT Technician,58.51,4,1,2,9,0,2,8,J103,Plumbing Assistant,4,3,9,8,1,4,Delhi,0
S2327,23,Male,IT Technician,76.75,5,2,0,7,1,5,2,J189,Welding Operator,2,0,9,4,2,11,Chennai,0
S2328,18,Female,Carpenter,71.72,1,0,6,1,3,9,8,J189,Plumbing Assistant,3,3,5,9,6,9,Chennai,0
S2329,29,Female,Plumber,83.32,1,3,5,3,1,9,8,J069,Electrical Technician,6,10,7,2,4,0,Pune,0
S2330,25,Male,Welder,55.0,3,4,3,8,1,6,10,J114,Welding Operator,9,5,5,7,4,11,Delhi,0
S2331,27,Male,Welder,55.19,2,10,10,4,7,10,7,J104,Woodwork Assistant,4,0,0,5,9,4,Bangalore,1
S2332,28,Male,Carpenter,72.27,0,0,3,3,7,2,6,J108,Welding Operator,9,4,10,9,5,10,Mumbai,0
S2333,24,Female,Plumber,87.86,2,7,7,7,10,9,3,J021,IT Support Technician,8,7,6,6,5,0,Kolkata,1
S2334,23,Male,Electrician,66.6,2,1,8,9,3,7,5,J266,Automobile Mechanic,5,0,6,4,6,8,Pune,0
S2335,23,Male,Electrician,63.08,1,0,4,3,4,10,0,J209,Welding Operator,5,7,2,7,6,7,Bangalore,0
S2336,22,Female,Electrician,74.27,1,1,6,7,8,2,8,J170,IT Support Technician,0,2,9,3,8,3,Delhi,0
S2337,23,Female,Welder,87.22,5,12,9,4,9,5,0,J194,Automobile Mechanic,5,6,4,2,4,10,Chennai,1
S2338,29,Male,Plumber,83.48,5,4,8,8,5,7,3,J123,IT Support Technician,6,8,8,7,4,0,Mumbai,1
S2339,26,Female,Plumber,89.82,1,8,4,4,6,6,6,J177,Automobile Mechanic,6,3,9,4,3,10,Chennai,0
S2340,27,Female,Welder,50.9,4,8,4,3,7,0,0,J004,Electrical Technician,2,10,0,4,1,7,Kolkata,0
S2341,26,Male,Electrician,54.51,4,1,5,1,2,3,1,J188,Welding Operator,5,4,10,1,7,4,Delhi,0
S2342,27,Female,Electrician,74.38,0,1,9,6,9,0,2,J029,IT Support Technician,4,1,0,1,0,0,Mumbai,1
S2343,25,Female,Carpenter,82.82,1,2,1,8,7,2,4,J086,Electrical Technician,9,9,2,2,9,1,Bangalore,0
S2344,27,Male,IT Technician,61.41,3,6,2,10,10,10,5,J047,Woodwork Assistant,0,6,9,6,8,4,Bangalore,1
S2345,26,Female,Mechanic,59.57,5,10,4,10,1,9,7,J077,Welding Operator,4,3,4,7,7,12,Delhi,0
S2346,27,Male,IT Technician,81.48,1,2,5,2,0,4,10,J191,Plumbing Assistant,3,7,3,3,10,8,Delhi,0
S2347,25,Male,Plumber,52.26,4,0,1,1,8,10,9,J031,Plumbing Assistant,7,1,3,0,0,9,Pune,0
S2348,25,Female,Plumber,64.78,1,5,6,5,0,9,1,J169,Plumbing Assistant,10,7,3,5,4,7,Chennai,0
S2349,18,Female,Plumber,70.23,4,2,10,6,2,1,5,J036,IT Support Technician,9,5,3,3,6,10,Mumbai,0
S2350,27,Female,IT Technician,72.41,1,0,7,7,10,1,5,J245,IT Support Technician,0,8,9,2,3,9,Kolkata,0
S2351,28,Male,Mechanic,79.14,3,12,4,6,3,1,9,J188,Automobile Mechanic,8,4,3,5,0,7,Delhi,1
S2352,22,Female,Carpenter,64.19,0,3,2,8,9,7,8,J015,Plumbing Assistant,9,0,4,4,10,12,Mumbai,0
S2353,21,Male,IT Technician,74.51,3,12,4,4,6,6,0,J216,Woodwork Assistant,8,0,2,2,3,8,Pune,1
S2354,19,Female,Mechanic,73.42,4,0,4,7,6,10,1,J158,IT Support Technician,6,6,9,4,8,1,Delhi,0
S2355,25,Female,Electrician,71.9,5,0,7,1,9,0,10,J155,Welding Operator,6,1,2,10,6,6,Delhi,0
S2356,20,Female,Electrician,75.62,5,11,10,10,2,2,5,J241,IT Support Technician,4,6,8,8,2,9,Bangalore,1
S2357,21,Male,Plumber,60.38,2,1,2,6,7,2,8,J296,Welding Operator,7,5,3,3,3,4,Mumbai,0
S2358,29,Female,Welder,53.39,3,9,0,2,2,6,10,J045,IT Support Technician,6,5,1,4,4,2,Bangalore,1
S2359,24,Female,Plumber,54.77,1,7,10,4,3,1,6,J175,Automobile Mechanic,5,6,10,7,9,9,Pune,0
S2360,27,Male,Welder,58.98,0,1,2,6,9,6,10,J056,Automobile Mechanic,7,10,4,1,9,7,Bangalore,0
S2361,26,Male,Mechanic,70.01,1,10,1,6,5,9,3,J054,Automobile Mechanic,7,5,2,3,0,1,Pune,1
S2362,19,Female,Electrician,83.62,1,1,10,4,7,4,2,J265,Woodwork Assistant,2,3,1,5,7,3,Mumbai,0
